Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Latin America & Caribbean,LCN,63.0021604471762,68.4861302364278,68.5283558159942,67.670770360978
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Latin America & Caribbean (excluding high income),LAC,63.8787183792002,69.3350336197444,69.8210294732484,68.6411948987869
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Latin America & the Caribbean (IDA & IBRD countries),TLA,62.5823107575547,68.1360426742362,68.1936812683364,67.3425098624621
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Latvia,LVA,94,85,86,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Least developed countries: UN classification,LDC,44.090168409186,42.4360705521266,47.7427994794293,51.2158790685822
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Lebanon,LBN,64,59,59,59
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Lesotho,LSO,65,67,63,72
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Liberia,LBR,30,35,59,60
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Libya,LBY,72,72,72,72
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Liechtenstein,LIE,..,..,..,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Lithuania,LTU,91,88,87,86
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Low & middle income,LMY,69.7390126858044,68.7605830116018,71.8050485194441,72.2608217206899
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Low income,LIC,32.9670392225194,33.2749928591948,36.675849594333,41.1533940953205
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Lower middle income,LMC,71.5240836763907,70.3258235147501,74.4931515016543,76.0277048918615
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Luxembourg,LUX,90,90,92,94
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Macao SAR, China",MAC,..,..,..,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Madagascar,MDG,14,24,32,47
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Malawi,MWI,75,74,60,65
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Malaysia,MYS,84,98,96,95
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Maldives,MDV,97,98,98,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Mali,MLI,26,33,36,60
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Malta,MLT,99,93,95,84
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Marshall Islands,MHL,68,59,54,61
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Mauritania,MRT,..,..,..,24
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Mauritius,MUS,98,93,93,94
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Mexico,MEX,79,97,83,74
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Micronesia, Fed. Sts.",FSM,62,38,38,59
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Middle East, North Africa, Afghanistan & Pakistan",MEA,78.5332503483677,78.7119077589089,79.0555059460096,79.6707635152961
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,77.4649563995577,77.6163056057997,78.0113905203287,78.7258999388201
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,77.274786317788,77.4262565914434,77.8783825951269,78.6352841565437
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Middle income,MIC,76.2746089176995,75.3555489097256,78.6498590513128,78.6170477537093
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Moldova,MDA,93,92,93,93
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Monaco,MCO,80,80,80,80
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Mongolia,MNG,96,94,93,96
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Montenegro,MNE,76,79,70,69
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Morocco,MAR,99,99,98,98
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Mozambique,MOZ,47,38,38,44
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Myanmar,MMR,90,42,64,66
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Namibia,NAM,63,56,79,62
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Nauru,NRU,97,99,99,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Nepal,NPL,74,87,87,89
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Netherlands,NLD,89,90,85,81
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,New Caledonia,NCL,..,..,..,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,New Zealand,NZL,91,82,83,84
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Nicaragua,NIC,98,83,99,95
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Niger,NER,60,66,42,68
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Nigeria,NGA,38,34,30,33
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,North America,NAC,93.915426532573,93.9107495376084,93.5276294938888,93.502840953315
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,North Macedonia,MKD,68,80,89,88
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Northern Mariana Islands,MNP,..,..,..,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Norway,NOR,95,95,94,94
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Not classified,INX,..,..,..,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,OECD members,OED,90.138153928085,92.4327285818586,90.0919620674541,88.2014925149039
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Oman,OMN,99,99,98,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Other small states,OSS,70.3638046063842,68.8972629733984,77.4699137581044,79.1597484464478
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Pacific island small states,PSS,53.479836085332,49.7272301038762,67.8551757852283,59.1314388806348
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Pakistan,PAK,77,79,79,80
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Palau,PLW,83,84,85,89
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Panama,PAN,74,75,75,77
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Papua New Guinea,PNG,27,20,25,41
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Paraguay,PRY,72,67,53,57
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Peru,PER,52,60,54,66
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Philippines,PHL,68,55,64,69
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Poland,POL,86,86,86,79
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Portugal,PRT,95,95,96,95
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Post-demographic dividend,PST,92.0554469267504,92.1382881245245,91.2915996281499,91.3530010924151
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Pre-demographic dividend,PRE,36.574444216068,35.4077443116732,38.9475416177573,43.2513269769377
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Puerto Rico (US),PRI,..,..,..,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Qatar,QAT,88,99,99,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Romania,ROU,75,75,71,62
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Russian Federation,RUS,96,96,97,95
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Rwanda,RWA,91,85,91,88
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Samoa,WSM,59,50,45,75
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,San Marino,SMR,79,81,85,79
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Sao Tome and Principe,STP,75,69,80,87
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Saudi Arabia,SAU,96,97,98,96
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Senegal,SEN,63,64,69,74
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Serbia,SRB,84,86,89,91
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Seychelles,SYC,99,86,98,89
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Sierra Leone,SLE,67,67,73,73
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Singapore,SGP,94,93,92,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Sint Maarten (Dutch part),SXM,..,..,..,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Slovak Republic,SVK,98,96,96,95
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Slovenia,SVN,91,91,92,89
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Small states,SST,69.0165230948142,66.7040350474751,76.5180700888525,76.1014433725677
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Solomon Islands,SLB,51,40,90,48
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Somalia, Fed. Rep.",SOM,..,3,6,18
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,South Africa,ZAF,76,82,87,84
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,South Asia,SAS,82.4113316570143,83.5596646503598,90.3974131244192,90.4612902274876
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,South Asia (IDA & IBRD),TSA,82.4113316570143,83.5596646503598,90.3974131244192,90.4612902274876
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,South Sudan,SSD,..,..,..,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Spain,ESP,94,92,94,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Sri Lanka,LKA,96,97,98,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,St. Kitts and Nevis,KNA,99,94,93,94
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,St. Lucia,LCA,71,66,63,83
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,St. Martin (French part),MAF,..,..,..,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,St. Vincent and the Grenadines,VCT,99,94,99,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Sub-Saharan Africa,SSF,38.5742612542786,38.097941317835,42.1021035174965,46.1744002525315
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Sub-Saharan Africa (excluding high income),SSA,38.3085744289869,37.7749882680111,40.9900580369996,45.4049600991462
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Sub-Saharan Africa (IDA & IBRD countries),TSS,38.5742612542786,38.097941317835,42.1021035174965,46.1744002525315
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Sudan,SDN,68,63,63,38
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Suriname,SUR,24,43,51,52
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Sweden,SWE,92,91,91,92
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Switzerland,CHE,93,94,94,91
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Syrian Arab Republic,SYR,64,64,49,64
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Tajikistan,TJK,97,96,97,96
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Tanzania,TZA,64,60,74,74
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Thailand,THA,87,87,87,87
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Timor-Leste,TLS,68,72,72,72
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Togo,TGO,55,59,66,67
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Tonga,TON,99,99,99,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Trinidad and Tobago,TTO,90,88,92,91
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Tunisia,TUN,96,98,98,97
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Turkiye,TUR,93,93,94,94
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Turkmenistan,TKM,99,98,99,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Turks and Caicos Islands,TCA,..,..,..,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Tuvalu,TUV,85,84,89,98
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Uganda,UGA,..,..,49,21
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Ukraine,UKR,82,86,69,87
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,United Arab Emirates,ARE,92,96,91,94
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,United Kingdom,GBR,87,87,87,85
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,United States,USA,95,95,95,95
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Upper middle income,UMC,83.9317390286214,83.9222135484559,86.1143233723256,83.5962297408348
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Uruguay,URY,91,82,92,90
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Uzbekistan,UZB,99,99,99,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Vanuatu,VUT,..,..,..,21
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Venezuela, RB",VEN,28,37,30,39
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Viet Nam,VNM,93,85,81,86
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Virgin Islands (U.S.),VIR,..,..,..,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,West Bank and Gaza,PSE,99,99,93,89
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,World,WLD,71.2035855485812,70.3277322663299,73.1729134234467,73.5079419508496
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Yemen, Rep.",YEM,36,41,42,39
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Zambia,ZMB,69,69,70,70
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Zimbabwe,ZWE,74,76,77,77
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Afghanistan,AFG,61,55,60,59
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Africa Eastern and Southern,AFE,74.6716298369555,72.6191637472722,74.5515843267214,74.1494506793045
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Africa Western and Central,AFW,68.2293544914622,68.0706258509398,65.5360820738645,74.2874490236481
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Albania,ALB,98,98,98,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Algeria,DZA,84,81,77,88
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,American Samoa,ASM,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Andorra,AND,99,98,97,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Angola,AGO,59,53,54,73
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Antigua and Barbuda,ATG,95,92,99,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Arab World,ARB,82.6433065704468,82.2182269842845,84.1583847210162,78.7858343376006
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Argentina,ARG,74,79,84,71
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Armenia,ARM,86,93,93,94
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Aruba,ABW,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Australia,AUS,95,95,94,94
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Austria,AUT,85,86,84,87
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Azerbaijan,AZE,68,66,67,67
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Bahamas, The",BHS,83,86,87,87
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bahrain,BHR,98,99,97,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bangladesh,BGD,97,97,97,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Barbados,BRB,85,84,86,85
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Belarus,BLR,97,97,98,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Belgium,BEL,98,98,98,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Belize,BLZ,79,83,84,85
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Benin,BEN,67,68,69,69
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bermuda,BMU,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bhutan,BTN,96,98,98,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bolivia,BOL,68,70,69,67
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bosnia and Herzegovina,BIH,78,77,75,87
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Botswana,BWA,96,96,86,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Brazil,BRA,74,68,75,85
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,British Virgin Islands,VGB,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Brunei Darussalam,BRN,99,99,99,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bulgaria,BGR,91,89,91,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Burkina Faso,BFA,91,91,91,91
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Burundi,BDI,93,94,91,89
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cabo Verde,CPV,94,94,94,94
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cambodia,KHM,89,88,84,85
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cameroon,CMR,68,71,62,74
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Canada,CAN,92,92,92,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Caribbean small states,CSS,82.8933935269611,88.0324093145883,89.1962499333338,90.00963462308
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cayman Islands,CYM,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Central African Republic,CAF,40,38,35,42
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Central Europe and the Baltics,CEB,89.9261632826754,88.6647663649102,89.1146491593942,87.9457908804137
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Chad,TCD,51,57,58,67
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Channel Islands,CHI,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Chile,CHL,93,95,96,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,China,CHN,99,99,99,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Colombia,COL,88,86,86,90
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Comoros,COM,64,72,72,62
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Congo, Dem. Rep.",COD,72,65,66,61
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Congo, Rep.",COG,69,74,52,52
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Costa Rica,CRI,97,92,95,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cote d'Ivoire,CIV,65,71,71,77
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Croatia,HRV,94,92,92,93
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cuba,CUB,98,98,98,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Curacao,CUW,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cyprus,CYP,96,96,96,95
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Czechia,CZE,96,94,94,90
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Denmark,DNK,97,97,98,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Djibouti,DJI,70,59,59,72
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Dominica,DMA,96,92,82,57
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Dominican Republic,DOM,80,83,88,89
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Early-demographic dividend,EAR,82.9341752426368,81.2331212149066,86.8418584372606,86.0406081202518
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,East Asia & Pacific,EAS,91.1067332468516,85.4624019106521,90.607189240312,86.4407817700837
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,East Asia & Pacific (excluding high income),EAP,90.7992501948718,84.6877358151421,90.1589102913301,85.7186319149975
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,East Asia & Pacific (IDA & IBRD countries),TEA,91.0731900964477,85.8997186699561,91.5875556619801,87.1577624085319
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Ecuador,ECU,72,62,59,59
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Egypt, Arab Rep.",EGY,95,96,97,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,El Salvador,SLV,85,96,93,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Equatorial Guinea,GNQ,65,68,70,73
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Eritrea,ERI,95,95,95,95
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Estonia,EST,91,89,86,84
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Eswatini,SWZ,82,61,97,76
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Ethiopia,ETH,64,63,59,69
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Euro area,EMU,93.8762452851218,93.9539136367176,93.1025827286232,92.9064476821019
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Europe & Central Asia,ECS,93.7152263734717,93.5132356052823,93.7338863718017,94.142563996772
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Europe & Central Asia (excluding high income),ECA,93.2200045468105,92.8548236213588,94.2908515792286,95.9400219781824
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Europe & Central Asia (IDA & IBRD countries),TEC,93.4457363500609,93.0652243562008,94.0601720924434,95.0087350167734
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,European Union,EUU,92.9958465843436,92.8748927487918,92.2594754284786,91.8352180866491
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Faroe Islands,FRO,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Fiji,FJI,98,97,97,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Finland,FIN,90,89,91,91
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Fragile and conflict affected situations,FCS,68.6606289758434,64.8799395653259,65.761565048569,68.571330131012
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,France,FRA,96,96,96,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,French Polynesia,PYF,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Gabon,GAB,62,69,59,69
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Gambia, The",GMB,89,89,69,86
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Georgia,GEO,88,85,85,88
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Germany,DEU,91,92,88,88
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Ghana,GHA,92,98,90,91
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Gibraltar,GIB,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Greece,GRC,99,99,98,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Greenland,GRL,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Grenada,GRD,72,77,73,86
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Guam,GUM,..,..,..,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Guatemala,GTM,97,79,78,88
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Guinea,GIN,52,53,54,55
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Guinea-Bissau,GNB,63,23,51,75
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Guyana,GUY,91,97,97,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Haiti,HTI,41,37,45,46
